Tenure Months,Total Charges,Churn Value,Churn Score,CLTV,Geo Cluster,Gender_Male,Senior Citizen_Yes,Partner_Yes,Dependents_Yes,Phone Service_Yes,Multiple Lines_Yes,Internet Service_Fiber optic,Internet Service_No,Online Security_Yes,Online Backup_Yes,Device Protection_Yes,Tech Support_Yes,Streaming TV_Yes,Streaming Movies_Yes,Contract_encoded
9,153,1,89,2523,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1
15,4500,1,53,5090,0,0,1,0,1,1,0,1,0,1,1,1,1,1,1,0
8,1311,1,53,4857,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0
8,4592,1,54,2704,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
13,1796,1,86,5055,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1
13,1297,1,82,2416,1,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0
24,3831,1,45,3575,1,1,0,1,1,1,0,1,0,0,1,1,1,1,0,0
5,3286,1,88,2266,1,1,0,1,0,1,0,1,0,1,1,1,0,0,0,1
11,2497,1,42,4720,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0
24,813,1,87,2548,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0
25,4296,1,53,5259,1,1,1,1,0,0,0,1,0,1,0,1,0,1,1,1
11,1009,1,61,4059,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,1
18,3879,1,43,2654,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1
11,4459,1,52,5824,1,0,1,0,1,0,1,0,0,1,1,0,1,1,0,0
22,2996,1,67,3154,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0
20,4305,1,41,4116,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,1
24,715,1,43,2670,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0
10,1692,1,63,5262,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1
7,1745,1,74,4771,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1
17,633,1,88,5005,1,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0
12,2438,1,63,3884,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0
7,1395,1,86,2406,0,1,0,0,0,1,0,1,1,1,1,0,1,0,1,0
20,3701,1,68,5509,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1
14,4651,1,45,2521,1,0,0,0,1,1,1,1,0,1,1,0,1,0,0,1
16,3933,1,68,3036,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0
13,157,1,66,3970,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0
18,4623,1,73,4750,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1
7,2459,1,57,5412,1,0,1,0,0,0,1,1,0,0,1,1,1,0,1,1
12,2101,1,73,2870,1,1,1,0,0,0,0,1,0,1,1,0,1,0,1,1
15,4649,1,86,3284,1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,1
17,4630,1,51,2549,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0
9,3229,1,51,2910,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0
5,231,1,41,4344,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0
22,4004,1,71,4197,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0
15,2750,1,88,3720,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0
11,4084,1,80,3123,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0
7,2473,1,71,3029,0,0,1,1,0,0,0,1,1,0,1,0,1,1,1,0
20,371,1,63,4280,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0
6,331,1,44,3787,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1
23,3993,1,55,5770,1,0,0,1,1,0,0,0,1,1,1,1,0,0,1,0
23,775,1,44,4703,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0
24,4139,1,72,2553,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1
18,3957,1,61,3993,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1
17,299,1,53,3212,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1
6,4906,1,90,3433,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,1
23,4737,1,44,3814,1,1,0,1,0,0,1,1,0,0,1,1,1,0,1,0
15,2470,1,68,4247,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
13,2124,1,40,2701,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1
17,4685,1,59,2467,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
24,4865,1,51,2481,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1
17,2274,1,70,3382,0,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0
8,4910,1,78,3917,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1
15,3757,1,43,5715,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1
25,4636,1,68,4445,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1
17,3913,1,58,3882,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1
10,3893,1,71,2808,0,1,1,1,1,0,1,0,1,0,1,1,1,0,1,0
24,4135,1,81,5617,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0
6,4532,1,78,4063,0,0,1,1,0,1,1,1,1,0,1,0,0,1,0,1
21,1869,1,73,5253,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0
10,3625,1,61,4523,0,1,1,0,0,1,1,0,1,1,1,1,0,0,1,1
12,1329,1,43,3635,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1
12,4715,1,71,2960,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0
21,2115,1,72,5940,1,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0
20,4152,1,55,4784,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
8,1830,1,73,4111,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1
25,4177,1,87,4462,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1
21,4324,1,88,3927,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0
9,2315,1,46,5832,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1
15,683,1,61,3472,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0
25,1440,1,66,4314,1,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1
15,1716,1,57,2266,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1
25,4959,1,46,4373,0,0,1,1,1,0,0,1,0,1,0,1,0,1,1,0
12,1428,1,51,4605,1,1,1,0,1,0,0,0,1,0,1,1,1,1,0,1
14,1468,1,60,5775,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0
16,520,1,52,4785,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,1
22,2122,1,65,5361,1,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1
24,3249,1,54,5329,1,0,1,1,0,1,0,0,1,0,0,1,1,1,0,1
18,4193,1,88,3764,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1
20,226,1,59,3466,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
20,4542,1,89,4157,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0
10,651,1,40,4789,1,0,1,0,1,1,1,0,0,1,1,1,0,1,1,0
24,4827,1,89,2951,0,0,1,1,0,1,1,1,0,0,1,1,0,0,1,1
6,1453,1,86,4016,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1
14,3060,1,64,3344,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1
7,3322,1,51,2815,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1
15,3411,1,67,5004,1,1,0,1,1,0,0,1,1,1,1,0,0,1,0,1
11,4962,1,63,3244,1,1,1,1,0,1,0,0,1,1,1,1,0,0,1,0
18,2065,1,74,4634,0,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0
21,3582,1,72,2738,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0
22,989,1,85,2853,1,1,0,1,1,1,0,1,0,0,0,1,0,1,1,0
5,3882,1,85,3986,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,1
11,2395,1,87,3277,1,1,1,1,0,1,0,0,0,1,1,0,1,0,1,0
11,1514,1,65,3025,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0
12,1072,1,81,4766,1,1,0,1,1,1,0,0,0,0,1,0,1,1,1,1
24,2991,1,79,4404,1,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0
12,3236,1,46,3101,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,1
11,2917,1,65,3720,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,1
19,1990,1,82,2796,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,1
19,4850,1,88,2234,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1
9,430,1,70,5591,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0
23,3913,1,68,3958,1,0,1,0,1,0,1,0,0,1,0,0,1,1,1,0
11,3791,1,52,3041,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0
15,4107,1,64,3894,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1
11,4798,1,79,5973,0,1,0,1,1,1,0,0,0,1,1,1,0,1,0,1
5,4656,1,45,4991,0,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0
5,1075,1,63,2215,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0
20,613,1,62,3930,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0
11,300,1,61,4161,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0
20,3652,1,59,2327,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0
9,1919,1,49,5060,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0
8,1060,1,71,5894,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0
15,223,1,45,4829,1,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1
22,2346,1,54,4907,1,0,1,0,1,0,0,0,1,1,1,1,1,0,1,1
9,1634,1,87,3453,1,1,1,0,1,1,1,0,0,0,1,1,0,0,1,0
23,3217,1,80,5109,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0
14,2467,1,70,4220,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1
16,231,1,55,2932,1,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0
20,2360,1,46,2633,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,1
6,4049,1,62,4077,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0
14,4135,1,50,5477,1,1,0,1,0,0,0,1,0,1,1,0,0,1,1,1
17,1291,1,55,4670,1,0,1,0,1,0,0,0,1,0,1,1,1,1,1,0
19,4886,1,64,2241,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0
24,1500,1,78,2220,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0
13,672,1,84,5418,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
14,3836,1,71,2574,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1
8,3031,1,66,3741,0,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0
18,1274,1,72,3095,0,0,1,0,0,1,0,1,0,1,1,1,0,1,0,0
24,1846,1,70,4780,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0
17,2472,1,86,5413,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1
14,1795,1,65,2963,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0
16,2885,1,54,3003,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0
20,3667,1,64,4915,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,1
23,3323,1,68,2882,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0,1
5,1575,1,41,5137,1,0,0,1,0,1,1,1,0,0,1,1,0,0,1,1
25,4060,1,72,5147,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0
11,3285,1,81,4365,0,0,1,1,0,0,1,1,1,0,0,0,1,0,1,1
21,3842,1,57,3390,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1
23,3458,1,48,4171,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1
21,4959,1,42,5295,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0
5,2911,1,44,2571,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1
9,3534,1,75,3192,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1
7,2289,1,44,2822,1,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0
12,4063,1,85,2977,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0
14,198,1,80,4934,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0
11,592,1,73,2304,1,0,1,1,0,0,1,0,1,0,1,0,0,1,1,1
15,4989,1,75,3606,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0
17,4832,1,89,5640,1,1,1,1,0,1,0,1,1,0,0,1,0,1,0,0
15,4061,1,77,5666,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0
7,3003,1,49,5765,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1
8,2808,1,72,2775,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0
13,2644,1,56,2705,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1
16,4250,1,53,5813,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0
15,1266,1,74,4833,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0
21,4070,1,49,3159,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0
7,4116,1,54,3748,1,1,1,0,1,0,0,0,1,1,1,0,1,1,0,0
20,305,1,59,2914,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,1
17,2776,1,87,4061,0,1,1,1,0,1,0,0,1,1,1,1,0,1,1,0
6,448,1,57,5517,0,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0
14,1407,1,62,4046,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1
16,3190,1,48,4900,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1
15,4180,1,79,2920,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1
24,4282,1,78,3596,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0
23,1671,1,74,4699,0,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0
19,2343,1,85,4039,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,1
17,4483,1,66,5509,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0
6,216,1,85,4948,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,1
20,1169,1,80,3010,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0
5,2689,1,67,3713,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1
18,4397,1,71,5726,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,1
18,1372,1,56,5617,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0
19,2597,1,62,3675,0,1,0,1,0,1,0,1,1,1,1,0,1,0,0,1
24,337,1,83,5157,1,1,0,1,0,1,0,1,1,1,0,1,1,0,1,1
16,1866,1,53,3976,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1
12,4482,1,44,2534,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0
25,865,1,40,5980,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0
12,823,1,60,3832,0,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1
22,4368,1,70,3232,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0
7,441,1,52,2386,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0
21,4753,1,64,4775,0,0,0,1,1,1,0,1,1,0,0,1,1,0,1,0
20,4873,1,65,5492,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1
14,2909,1,77,5275,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1
10,1902,1,78,2996,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1
9,4304,1,73,4407,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1
17,2172,1,64,2605,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0
24,3868,1,83,2370,0,0,1,1,0,0,1,1,1,0,1,0,1,1,0,0
8,4247,1,78,5537,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0
5,496,1,46,4778,0,1,1,0,1,0,1,1,1,0,1,1,0,1,0,1
16,284,1,42,5374,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0
21,4645,1,56,4933,1,0,1,0,0,0,1,0,1,1,0,1,1,1,1,1
5,366,1,90,2496,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0
23,2888,1,68,4237,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
25,2488,1,50,2442,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0
7,752,1,49,2212,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0
22,1490,1,76,2607,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0
24,3383,1,90,4529,1,1,0,0,1,1,1,0,0,1,0,1,1,0,0,0
14,1551,1,44,4976,1,1,0,0,1,1,1,0,1,1,0,1,1,0,1,1
13,4075,1,55,5484,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,0
12,2120,1,80,5600,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1
22,2436,1,90,5170,1,0,0,1,0,1,1,0,1,0,1,1,1,0,0,1
25,2834,1,72,4802,1,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0
20,2805,1,86,2202,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,1
18,1006,1,57,5030,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0
6,2703,1,50,4161,1,1,0,1,1,1,0,0,1,0,0,1,1,0,1,0
14,3247,1,85,5421,1,0,1,1,1,0,1,0,0,1,0,0,1,1,0,1
12,3383,1,50,2582,0,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1
19,4979,1,46,2231,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,0
23,571,1,72,2632,0,1,1,1,0,1,1,0,0,1,1,0,1,0,1,1
8,772,1,57,5220,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,1
20,4789,1,62,2688,0,1,1,1,0,1,0,0,1,1,0,1,0,1,1,0
8,1802,1,88,5808,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
13,3686,1,76,3019,1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1
15,970,1,77,4170,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,1
13,663,1,70,2521,0,1,1,1,0,1,0,1,0,1,1,0,0,1,1,0
16,4963,1,80,5565,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
13,931,1,44,3389,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0
19,1683,1,86,5784,1,0,1,1,0,0,1,0,0,1,1,1,1,0,1,1
6,2267,1,65,5992,0,1,0,1,0,1,0,0,1,1,1,0,1,0,1,0
10,3865,1,84,5586,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0
17,834,1,89,4118,1,1,0,1,1,1,0,1,0,0,0,1,0,1,1,0
22,1800,1,72,4448,0,1,1,1,1,0,1,0,1,1,0,0,0,0,1,1
5,4708,1,44,4164,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1
11,3748,1,45,4622,1,0,0,0,1,1,0,1,1,0,1,1,1,1,0,0
15,2790,1,47,5529,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1
18,1744,1,90,3868,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0
25,723,1,71,3559,1,1,1,0,0,1,1,0,1,1,1,0,1,1,0,1
17,3764,1,80,3444,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0
13,862,1,55,4128,1,0,0,1,0,1,1,0,1,0,0,1,0,0,1,1
9,850,1,58,4955,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,0
12,1859,1,48,5585,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1
16,3193,1,82,3208,0,1,0,0,1,1,1,1,1,0,0,1,0,1,1,0
24,3646,1,70,3104,0,1,1,0,1,0,1,1,1,0,0,1,1,1,0,1
25,3991,1,79,5570,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
19,1624,1,49,2653,1,0,1,0,1,1,0,0,1,1,1,0,1,0,0,0
8,4039,1,69,4585,1,0,1,0,1,0,1,0,1,1,1,1,0,0,1,1
5,494,1,48,2953,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1
15,2297,1,40,2872,0,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0
14,4976,1,55,4292,0,0,1,1,0,1,1,0,0,1,1,1,0,0,1,1
7,4889,1,79,2260,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1
18,4933,1,49,2622,0,0,1,0,1,1,1,0,1,0,0,1,1,1,0,1
14,4941,1,64,2521,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0
11,1423,1,51,3642,1,0,1,1,0,0,1,1,1,0,0,1,0,1,1,1
24,2733,1,60,4229,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0
16,1547,1,75,3342,1,1,1,0,0,1,1,1,0,1,0,1,1,0,0,1
19,4501,1,46,3936,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0
19,2046,1,72,3752,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0
17,777,1,40,4862,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1
19,1291,1,49,5882,0,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0
17,2297,1,76,2291,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
24,160,1,86,3090,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0
14,3548,1,47,2688,1,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1
10,1995,1,60,4746,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1
9,651,1,76,2729,0,0,1,1,0,1,1,0,1,0,0,0,0,1,1,0
23,4053,1,85,4174,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0
22,2713,1,53,5447,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1
18,1593,1,57,2999,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1
9,462,1,46,3752,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1
17,3330,1,79,2522,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0
6,3411,1,45,3829,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1
22,1219,1,90,5644,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
15,691,1,78,5330,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,1
8,1714,1,58,5896,0,0,1,1,0,1,0,1,1,0,1,1,0,0,0,1
18,291,1,42,4334,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1,0
11,4712,1,78,3928,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0
10,1702,1,82,4344,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1
21,4975,1,53,5214,0,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1
17,1665,1,40,3194,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1
12,2362,1,54,4875,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,1
16,907,1,76,2568,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1
20,1913,1,45,3382,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
6,1747,1,68,4390,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0
13,1804,1,43,4761,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5,3300,1,88,4283,0,1,0,1,1,0,1,0,1,0,0,1,1,1,0,0
20,4182,1,67,2623,1,1,1,0,0,1,1,1,0,0,1,0,1,0,1,0
20,3983,1,87,4537,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,1
7,970,1,52,3138,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0
8,2344,1,64,4063,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0
21,1248,1,75,3403,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0
25,3626,1,54,2982,0,0,1,1,1,1,0,1,0,1,0,1,1,0,1,0
10,3341,1,51,5838,0,1,0,1,0,0,0,1,1,1,0,1,1,1,0,1
11,2560,1,42,4980,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1
14,1598,1,79,3026,1,0,1,0,0,1,1,0,1,1,0,0,0,1,1,1
8,303,1,57,4607,0,1,0,0,1,1,1,1,1,0,0,1,1,0,1,1
22,207,1,82,5319,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1
18,2243,1,47,5391,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1
22,2018,1,63,4165,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0
20,4061,1,85,4913,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
15,3135,1,68,2432,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1
15,2078,1,77,2696,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0
16,3145,1,48,2258,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0
11,947,1,76,3912,0,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0
7,2288,1,80,4859,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1
17,3850,1,79,4171,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,1
5,1977,1,78,4829,1,1,1,1,0,1,0,1,0,0,1,0,1,0,1,1
17,1159,1,65,5548,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
22,3740,1,75,3947,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0
9,187,1,60,5113,1,0,0,1,1,1,1,1,1,0,1,1,1,0,0,1
19,983,1,79,3439,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,1
10,4228,1,79,3440,0,0,0,1,1,1,1,0,0,1,1,0,1,1,1,0
21,2960,1,56,5410,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0
17,1724,1,86,4357,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
8,2074,1,53,5496,0,0,1,1,1,0,1,0,0,1,0,1,0,1,0,0
16,4069,1,79,4927,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0
5,1864,1,46,3052,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1
21,2739,1,61,5533,1,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0
24,4748,1,57,4065,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0
14,3028,1,43,4563,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1
12,695,1,52,5618,1,0,1,0,1,0,0,1,1,0,1,1,1,0,0,0
13,2337,1,47,5575,1,0,1,0,1,0,0,1,1,1,1,0,1,0,1,0
22,4436,1,87,3502,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1
16,2509,1,54,3501,1,1,0,1,0,1,1,1,1,0,0,0,1,0,1,1
5,1728,1,45,5574,0,1,0,1,1,1,0,1,0,0,1,1,0,0,1,1
15,4354,1,64,3903,0,1,0,1,1,1,0,0,0,0,0,1,1,0,1,1
12,2200,1,82,4036,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1
24,3885,1,47,2873,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,0
23,3372,1,45,2915,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0
